result_id,car_number,starting_grid_position,final_position,points,laps,time,fastest_lap,top_speed_of_fl,constructor_id_id,driver_id_id,race_id_id
492,18,12,DNF,0,54,,00:01:19.375,197.79,5,24,41
493,21,21,DNF,0,47,,00:01:19.254,198.092,12,27,41
494,14,14,DNF,0,36,,00:01:18.981,198.776,9,14,41
495,10,8,DNF,0,26,,00:01:17.529,202.499,2,9,41
496,20,20,DNF,0,21,,00:01:19.452,197.598,12,16,41
497,19,16,DNF,0,8,,00:01:20.092,196.019,5,26,41
498,7,15,DNF,0,0,,00:00:00,0,11,18,41
518,9,5,DNF,0,56,,00:01:13.414,205.562,2,2,42
519,22,18,DNF,0,13,,00:01:16.68,196.807,8,11,42
520,14,11,DNF,0,0,,00:00:00,0,9,14,42
521,8,15,DNF,0,0,,00:00:00,0,11,22,42
522,11,12,DNF,0,0,,00:00:00,0,7,23,42
540,19,15,DNF,0,55,,00:01:17.934,203.757,5,26,43
541,21,20,DNF,0,28,,00:01:18.955,201.122,12,27,43
542,23,19,DNF,0,1,,00:00:00,0,8,19,43
543,12,8,DNF,0,1,,00:00:00,0,7,15,43
544,18,17,DNF,0,0,,00:00:00,0,5,24,43
189,22,1,1,10,67,1:31:20.874,00:01:16.039,216.552,1,1,27
190,6,17,2,8,67,+5.586,00:01:16.91,214.099,4,12,27
191,2,2,3,6,67,+9.339,00:01:16.502,215.241,6,13,27
192,3,12,4,5,67,+9.825,00:01:15.987,216.7,2,2,27
193,23,3,5,4,67,+12.411,00:01:16.495,215.261,1,5,27
194,1,6,6,3,67,+14.403,00:01:16.342,215.692,6,8,27
195,4,7,7,2,67,+22.682,00:01:16.61,214.937,2,9,27
196,15,9,8,1,67,+33.299,00:01:16.772,214.484,5,20,27
197,11,4,9,0,67,+37.158,00:01:17.023,213.785,7,15,27
198,7,13,10,0,67,+37.625,00:01:17.38,212.799,3,3,27
199,5,5,11,0,67,+38.600,00:01:17.115,213.53,4,4,27
200,14,15,12,0,67,+39.111,00:01:16.969,213.935,5,7,27
201,9,10,13,0,67,+54.971,00:01:16.994,213.866,9,14,27
202,8,16,14,0,67,+1:00.003,00:01:17.691,211.947,3,6,27
203,20,19,15,0,67,+1:09.488,00:01:17.889,211.408,10,16,27
204,21,20,16,0,67,+1:24.093,00:01:18.208,210.546,10,21,27
561,12,10,DNF,0,43,,00:01:23.708,221.097,7,15,44
562,23,19,DNF,0,35,,00:01:24.144,219.951,8,19,44
563,19,15,DNF,0,29,,00:01:23.57,221.462,5,26,44
564,11,6,DNF,0,22,,00:01:22.51,224.307,7,23,44
209,23,2,1,10,70,1:37:27.067,00:01:21.753,192.917,1,5,28
210,12,5,2,8,70,+11.061,00:01:21.671,193.111,7,10,28
211,1,6,3,6,70,+16.856,00:01:21.195,194.243,6,8,28
212,5,7,4,5,70,+21.614,00:01:21.793,192.823,4,4,28
213,22,1,5,4,70,+23.048,00:01:21.493,193.533,1,1,28
214,6,10,6,3,70,+32.298,00:01:21.537,193.428,4,12,28
215,11,9,7,2,70,+36.449,00:01:21.638,193.189,7,15,28
216,4,4,8,1,70,+48.321,00:01:21.941,192.475,2,9,28
217,10,8,9,0,70,+58.834,00:01:22.125,192.043,9,17,28
218,3,15,10,0,70,+1:07.709,00:01:22.183,191.908,2,2,28
219,9,13,11,0,70,+1:10.407,00:01:22.732,190.634,9,14,28
565,20,20,DNF,0,16,,00:01:25.015,217.698,12,16,44
566,15,11,DNF,0,8,,00:01:23.767,220.941,9,17,44
580,6,1,DNF,0,34,,00:01:33.904,197.359,6,8,45
581,22,16,DNF,0,19,,00:01:37.401,190.273,8,11,45
582,11,9,DNF,0,18,,00:01:36.195,192.658,7,23,45
583,21,22,DNF,0,13,,00:01:42.783,180.309,12,28,45
584,7,17,DNF,0,2,,00:02:20.041,132.338,11,18,45
585,20,21,DNF,0,2,,00:02:25.798,127.112,12,16,45
