result_id,car_number,starting_grid_position,final_position,points,laps,time,fastest_lap,top_speed_of_fl,constructor_id_id,driver_id_id,race_id_id
2850,10,6,8,0,36,+1:04.970,00:00:00,0,16,35,154
5234,12,16,DNF,0,68,,00:00:00,0,32,65,260
5235,33,24,DNF,0,53,,00:00:00,0,30,108,260
5236,34,23,DNF,0,49,,00:00:00,0,30,92,260
5237,9,6,DNF,0,47,,00:00:00,0,29,104,260
5238,31,22,DNF,0,45,,00:00:00,0,31,101,260
5239,4,10,DNF,0,40,,00:00:00,0,25,87,260
5240,3,11,DNF,0,38,,00:00:00,0,25,79,260
5241,25,21,DNF,0,34,,00:00:00,0,27,103,260
5242,14,15,DNF,0,27,,00:00:00,0,17,22,260
5243,7,2,DNF,0,0,,00:00:00,0,1,57,260
5244,0,4,DNF,0,0,,00:00:00,0,3,71,260
5245,10,7,DNF,0,0,,00:00:00,0,29,81,260
5246,23,9,DNF,0,0,,00:00:00,0,18,94,260
5260,6,4,DNF,0,53,,00:00:00,0,22,109,261
2865,6,1,1,10,53,1:16:58.493,00:00:00,0,3,31,155
2866,2,2,2,6,53,+5.175,00:00:00,0,6,22,155
2867,5,4,3,4,53,+17.335,00:00:00,0,3,23,155
2868,1,3,4,3,53,+24.991,00:00:00,0,6,30,155
2869,19,10,5,2,53,+1:14.984,00:00:00,0,19,37,155
2870,10,15,6,1,53,+1:22.469,00:00:00,0,16,35,155
2871,17,9,7,0,53,+1:23.107,00:00:00,0,15,8,155
5261,7,3,DNF,0,48,,00:00:00,0,1,57,261
5262,12,22,DNF,0,41,,00:00:00,0,32,65,261
5263,14,5,DNF,0,39,,00:00:00,0,17,22,261
5264,9,21,DNF,0,35,,00:00:00,0,29,104,261
5265,2,9,DNF,0,32,,00:00:00,0,3,14,261
5266,34,25,DNF,0,32,,00:00:00,0,30,92,261
5267,28,7,DNF,0,27,,00:00:00,0,6,77,261
5268,10,15,DNF,0,24,,00:00:00,0,29,81,261
5269,30,12,DNF,0,21,,00:00:00,0,15,49,261
5270,20,16,DNF,0,19,,00:00:00,0,33,100,261
5271,3,10,DNF,0,16,,00:00:00,0,25,79,261
5272,24,14,DNF,0,4,,00:00:00,0,18,105,261
5273,33,26,DNF,0,2,,00:00:00,0,30,108,261
5274,19,17,DNF,0,0,,00:00:00,0,33,106,261
5292,7,7,DNF,0,61,,00:00:00,0,1,57,262
2887,3,4,1,10,73,1:32:42.840,00:00:00,0,1,57,156
2888,1,1,2,6,73,+11.046,00:00:00,0,6,30,156
2889,4,7,3,4,73,+12.043,00:00:00,0,1,14,156
2890,11,8,4,3,73,+57.423,00:00:00,0,17,15,156
2891,18,14,5,2,73,+1:12.434,00:00:00,0,19,56,156
2892,16,6,6,1,73,+1:12.996,00:00:00,0,15,2,156
5293,19,22,DNF,0,57,,00:00:00,0,33,106,262
5294,10,11,DNF,0,50,,00:00:00,0,29,81,262
5295,34,26,DNF,0,47,,00:00:00,0,30,92,262
5296,20,21,DNF,0,45,,00:00:00,0,33,100,262
5297,3,9,DNF,0,44,,00:00:00,0,25,79,262
5298,15,8,DNF,0,40,,00:00:00,0,17,56,262
5299,29,14,DNF,0,24,,00:00:00,0,15,110,262
5300,30,10,DNF,0,5,,00:00:00,0,15,49,262
5301,8,12,DNF,0,3,,00:00:00,0,1,84,262
5314,3,14,DNF,0,53,,00:00:00,0,25,79,263
5315,7,9,DNF,0,48,,00:00:00,0,1,57,263
5316,2,2,DNF,0,45,,00:00:00,0,3,95,263
5317,27,4,DNF,0,41,,00:00:00,0,6,55,263
5318,14,7,DNF,0,41,,00:00:00,0,17,22,263
5319,25,15,DNF,0,40,,00:00:00,0,27,103,263
5320,19,25,DNF,0,36,,00:00:00,0,33,106,263
2909,1,1,1,10,53,1:27:33.298,00:00:00,0,6,30,157
2910,6,2,2,6,53,+3.154,00:00:00,0,3,31,157
2911,4,7,3,4,53,+23.262,00:00:00,0,1,14,157
2912,3,5,4,3,53,+35.539,00:00:00,0,1,57,157
2913,2,4,5,2,53,+36.544,00:00:00,0,6,22,157
2914,5,3,6,1,53,+37.122,00:00:00,0,3,23,157
2915,8,9,7,0,53,+1:37.102,00:00:00,0,22,18,157
5321,8,12,DNF,0,29,,00:00:00,0,1,84,263
5322,10,22,DNF,0,28,,00:00:00,0,29,81,263
5323,26,13,DNF,0,28,,00:00:00,0,27,44,263
5324,31,24,DNF,0,28,,00:00:00,0,31,101,263
5325,6,8,DNF,0,25,,00:00:00,0,22,50,263
5326,15,6,DNF,0,24,,00:00:00,0,17,56,263
5327,24,21,DNF,0,21,,00:00:00,0,18,105,263
5328,11,23,DNF,0,20,,00:00:00,0,32,70,263
5348,24,17,DNF,0,48,,00:00:00,0,18,105,264
5349,28,3,DNF,0,32,,00:00:00,0,6,77,264
5350,4,11,DNF,0,20,,00:00:00,0,25,87,264
5351,20,22,DNF,0,12,,00:00:00,0,33,100,264
5352,29,18,DNF,0,11,,00:00:00,0,15,110,264
5353,10,16,DNF,0,5,,00:00:00,0,29,81,264
5354,11,19,DNF,0,4,,00:00:00,0,32,70,264
2931,3,3,1,10,58,1:34:01.987,00:00:00,0,6,30,158
2932,4,4,2,6,58,+11.415,00:00:00,0,6,22,158
2933,9,11,3,4,58,+20.009,00:00:00,0,3,23,158
2934,22,8,4,3,58,+44.447,00:00:00,0,16,35,158
2935,11,9,5,2,58,+45.165,00:00:00,0,22,21,158
2936,23,16,6,1,58,+46.468,00:00:00,0,16,41,158
2937,12,14,7,0,58,+46.915,00:00:00,0,22,25,158
5355,8,9,DNF,0,0,,00:00:00,0,1,84,264
5356,15,12,DNF,0,0,,00:00:00,0,17,56,264
5367,32,26,DNF,0,39,,00:00:00,0,31,111,265
5368,31,25,DNF,0,37,,00:00:00,0,31,101,265
5369,5,4,DNF,0,20,,00:00:00,0,22,30,265
5370,8,13,DNF,0,19,,00:00:00,0,1,84,265
5371,2,6,DNF,0,17,,00:00:00,0,3,14,265
5372,6,19,DNF,0,15,,00:00:00,0,22,50,265
5373,3,5,DNF,0,6,,00:00:00,0,25,79,265
5374,27,2,DNF,0,1,,00:00:00,0,6,55,265
5375,4,7,DNF,0,0,,00:00:00,0,25,87,265
5376,7,8,DNF,0,0,,00:00:00,0,1,57,265
5377,30,9,DNF,0,0,,00:00:00,0,15,49,265
5378,15,10,DNF,0,0,,00:00:00,0,17,56,265
5379,14,11,DNF,0,0,,00:00:00,0,17,22,265
2953,3,3,1,10,71,1:31:35.271,00:00:00,0,6,30,159
2954,11,5,2,6,71,+39.898,00:00:00,0,22,21,159
2955,5,7,3,4,71,+42.268,00:00:00,0,17,49,159
2956,6,12,4,3,71,+1:12.780,00:00:00,0,17,15,159
5380,12,15,DNF,0,0,,00:00:00,0,32,65,265
5381,29,18,DNF,0,0,,00:00:00,0,15,110,265
5382,23,20,DNF,0,0,,00:00:00,0,18,94,265
5383,11,21,DNF,0,0,,00:00:00,0,32,70,265
5384,24,23,DNF,0,0,,00:00:00,0,18,105,265
5401,2,3,DNF,0,59,,00:00:00,0,3,14,266
5402,27,13,DNF,0,58,,00:00:00,0,6,55,266
5403,23,15,DNF,0,58,,00:00:00,0,18,94,266
5404,30,8,DNF,0,39,,00:00:00,0,15,49,266
5405,12,24,DNF,0,34,,00:00:00,0,32,65,266
5406,29,17,DNF,0,30,,00:00:00,0,15,110,266
5407,10,19,DNF,0,30,,00:00:00,0,29,81,266
5408,7,14,DNF,0,21,,00:00:00,0,1,112,266
5409,32,26,DNF,0,9,,00:00:00,0,31,111,266
5410,3,5,DNF,0,0,,00:00:00,0,25,79,266
5411,15,7,DNF,0,0,,00:00:00,0,17,56,266
5412,14,10,DNF,0,0,,00:00:00,0,17,22,266
5429,9,24,DNF,0,33,,00:00:00,0,29,104,267
2975,3,2,1,10,62,1:31:39.776,00:00:00,0,6,30,160
2976,1,1,2,6,62,+1.168,00:00:00,0,1,57,160
2977,2,3,3,4,62,+51.008,00:00:00,0,1,14,160
2978,4,4,4,3,62,+1:29.276,00:00:00,0,6,22,160
5430,31,21,DNF,0,29,,00:00:00,0,31,101,267
5431,29,15,DNF,0,27,,00:00:00,0,15,110,267
5432,8,13,DNF,0,24,,00:00:00,0,1,84,267
5433,14,1,DNF,0,19,,00:00:00,0,17,22,267
5434,3,23,DNF,0,18,,00:00:00,0,25,79,267
5435,11,26,DNF,0,15,,00:00:00,0,32,113,267
5436,28,11,DNF,0,11,,00:00:00,0,6,77,267
5437,19,19,DNF,0,11,,00:00:00,0,33,112,267
5438,30,9,DNF,0,10,,00:00:00,0,15,49,267
5439,20,22,DNF,0,3,,00:00:00,0,33,100,267
5440,27,5,DNF,0,2,,00:00:00,0,6,55,267
5453,31,26,DNF,0,46,,00:00:00,0,31,101,268
5454,3,14,DNF,0,45,,00:00:00,0,25,79,268
5455,9,19,DNF,0,43,,00:00:00,0,29,104,268
5456,15,9,DNF,0,41,,00:00:00,0,17,56,268
5457,4,21,DNF,0,39,,00:00:00,0,25,87,268
5458,23,18,DNF,0,30,,00:00:00,0,18,94,268
5459,24,22,DNF,0,28,,00:00:00,0,18,105,268
2997,2,4,1,10,60,1:28:50.108,00:00:00,0,1,14,161
2998,1,3,2,6,60,+1.477,00:00:00,0,1,57,161
2999,3,5,3,4,60,+19.917,00:00:00,0,6,30,161
3000,9,7,4,3,60,+41.312,00:00:00,0,3,23,161
3001,10,6,5,2,60,+57.759,00:00:00,0,3,18,161
3002,6,11,6,1,60,+1:19.273,00:00:00,0,17,15,161
5460,30,11,DNF,0,22,,00:00:00,0,15,49,268
5461,29,8,DNF,0,20,,00:00:00,0,15,110,268
5462,32,25,DNF,0,20,,00:00:00,0,31,111,268
5463,19,23,DNF,0,18,,00:00:00,0,33,114,268
5464,27,1,DNF,0,14,,00:00:00,0,6,55,268
5465,12,4,DNF,0,13,,00:00:00,0,32,65,268
5466,6,10,DNF,0,0,,00:00:00,0,22,50,268
5467,11,13,DNF,0,0,,00:00:00,0,32,70,268
5468,10,17,DNF,0,0,,00:00:00,0,29,81,268
5488,4,12,DNF,0,61,,00:00:00,0,25,87,269
5489,5,14,DNF,0,60,,00:00:00,0,22,109,269
5490,29,17,DNF,0,54,,00:00:00,0,15,110,269
5491,27,5,DNF,0,38,,00:00:00,0,6,55,269
5492,31,24,DNF,0,36,,00:00:00,0,31,101,269
5493,30,9,DNF,0,31,,00:00:00,0,15,49,269
5494,20,22,DNF,0,27,,00:00:00,0,33,100,269
3019,1,2,1,10,65,1:33:55.390,00:00:00,0,1,57,162
3020,2,4,2,6,65,+16.066,00:00:00,0,1,14,162
3021,4,3,3,4,65,+29.112,00:00:00,0,6,22,162
3022,9,5,4,3,65,+37.311,00:00:00,0,3,23,162
3023,3,1,5,2,65,+47.983,00:00:00,0,6,30,162
3024,5,8,6,1,65,+1:21.925,00:00:00,0,17,49,162
5495,3,6,DNF,0,26,,00:00:00,0,25,79,269
5496,28,1,DNF,0,7,,00:00:00,0,6,77,269
5518,2,3,DNF,0,47,,00:00:00,0,3,95,270
5519,31,25,DNF,0,42,,00:00:00,0,31,101,270
5520,29,18,DNF,0,37,,00:00:00,0,15,110,270
5521,20,23,DNF,0,37,,00:00:00,0,33,100,270
5522,6,12,DNF,0,15,,00:00:00,0,22,50,270
5523,19,24,DNF,0,10,,00:00:00,0,33,115,270
5524,8,15,DNF,0,8,,00:00:00,0,1,84,270
5540,4,13,DNF,0,26,,00:00:00,0,25,87,271
5541,14,10,DNF,0,16,,00:00:00,0,17,22,271
5542,8,9,DNF,0,13,,00:00:00,0,1,84,271
5543,10,12,DNF,0,13,,00:00:00,0,29,81,271
5544,28,11,DNF,0,10,,00:00:00,0,6,77,271
5545,25,20,DNF,0,10,,00:00:00,0,27,116,271
5546,23,16,DNF,0,10,,00:00:00,0,18,94,271
3041,3,2,1,10,67,1:42:00.307,00:00:00,0,6,30,163
3042,1,3,2,6,67,+13.822,00:00:00,0,1,57,163
5547,24,21,DNF,0,10,,00:00:00,0,18,105,271
5548,6,5,DNF,0,3,,00:00:00,0,22,65,271
5549,3,14,DNF,0,3,,00:00:00,0,25,79,271
5550,32,26,DNF,0,3,,00:00:00,0,31,89,271
5551,29,15,DNF,0,0,,00:00:00,0,15,109,271
5552,19,23,DNF,0,0,,00:00:00,0,33,115,271
5567,24,16,DNF,0,69,,00:00:00,0,18,105,272
5568,4,13,DNF,0,66,,00:00:00,0,25,87,272
5569,20,25,DNF,0,56,,00:00:00,0,33,98,272
5570,11,22,DNF,0,49,,00:00:00,0,32,63,272
5571,31,24,DNF,0,49,,00:00:00,0,31,101,272
5572,12,14,DNF,0,40,,00:00:00,0,32,70,272
5573,0,3,DNF,0,35,,00:00:00,0,3,71,272
5574,5,2,DNF,0,35,,00:00:00,0,22,30,272
5575,32,26,DNF,0,21,,00:00:00,0,31,93,272
5576,3,15,DNF,0,19,,00:00:00,0,25,79,272
5577,19,23,DNF,0,18,,00:00:00,0,33,115,272
5578,10,21,DNF,0,17,,00:00:00,0,29,81,272
5579,15,6,DNF,0,15,,00:00:00,0,17,56,272
3062,2,3,1,10,78,1:49:28.213,00:00:00,0,1,14,164
3063,4,6,2,6,78,+15.889,00:00:00,0,6,22,164
3064,11,8,3,4,78,+18.522,00:00:00,0,22,21,164
3065,7,10,4,3,78,+1:05.924,00:00:00,0,19,56,164
3066,17,13,5,2,78,+1:20.775,00:00:00,0,15,63,164
5580,6,7,DNF,0,13,,00:00:00,0,22,65,272
5590,25,12,DNF,0,57,,00:00:00,0,27,84,273
5591,21,21,DNF,0,55,,00:00:00,0,26,105,273
5592,20,19,DNF,0,51,,00:00:00,0,33,100,273
5593,6,7,DNF,0,46,,00:00:00,0,22,119,273
5594,5,3,DNF,0,39,,00:00:00,0,22,30,273
5595,12,17,DNF,0,38,,00:00:00,0,32,65,273
5596,29,10,DNF,0,33,,00:00:00,0,15,91,273
5597,14,14,DNF,0,31,,00:00:00,0,17,22,273
5598,27,5,DNF,0,30,,00:00:00,0,6,55,273
5599,19,11,DNF,0,27,,00:00:00,0,33,112,273
5600,24,24,DNF,0,21,,00:00:00,0,18,120,273
5601,10,20,DNF,0,21,,00:00:00,0,29,88,273
5602,22,26,DNF,0,20,,00:00:00,0,26,69,273
5603,0,4,DNF,0,16,,00:00:00,0,3,71,273
5604,11,16,DNF,0,16,,00:00:00,0,32,70,273
5605,7,9,DNF,0,4,,00:00:00,0,1,121,273
3084,3,1,1,10,69,1:41:12.313,00:00:00,0,6,30,165
3085,4,3,2,6,69,+0.174,00:00:00,0,6,22,165
3086,11,10,3,4,69,+15.365,00:00:00,0,22,21,165
3087,1,4,4,3,69,+18.561,00:00:00,0,1,57,165
3088,19,13,5,2,69,+52.208,00:00:00,0,21,50,165
3089,6,7,6,1,69,+1:01.687,00:00:00,0,17,15,165
3090,2,2,7,0,69,+1:02.216,00:00:00,0,1,14,165
3091,23,8,8,0,69,+1:10.455,00:00:00,0,16,41,165
3092,12,14,9,0,69,+1:19.899,00:00:00,0,22,25,165
3093,16,19,10,0,69,+1:54.544,00:00:00,0,15,64,165
5606,15,18,DNF,0,2,,00:00:00,0,17,122,273
5607,3,21,DNF,0,1,,00:00:00,0,25,79,273
5608,4,23,DNF,0,0,,00:00:00,0,25,110,273
5621,29,8,DNF,0,61,,00:00:00,0,15,91,274
5622,30,7,DNF,0,52,,00:00:00,0,15,109,274
5623,4,23,DNF,0,48,,00:00:00,0,25,110,274
5624,2,1,DNF,0,29,,00:00:00,0,3,117,274
5625,23,20,DNF,0,28,,00:00:00,0,18,104,274
5626,10,19,DNF,0,27,,00:00:00,0,29,88,274
5627,3,22,DNF,0,26,,00:00:00,0,25,79,274
5628,14,14,DNF,0,13,,00:00:00,0,17,22,274
5629,6,6,DNF,0,3,,00:00:00,0,22,119,274
3106,2,2,1,10,72,1:38:05.538,00:00:00,0,1,14,166
3107,1,4,2,6,72,+14.748,00:00:00,0,1,57,166
3108,4,3,3,4,72,+32.409,00:00:00,0,6,22,166
3109,22,7,4,3,72,+1:01.322,00:00:00,0,16,35,166
3110,9,5,5,2,72,+1:03.981,00:00:00,0,3,23,166
3111,6,9,6,1,72,+1:15.605,00:00:00,0,17,15,166
5630,7,5,DNF,0,0,,00:00:00,0,1,121,274
5631,28,13,DNF,0,0,,00:00:00,0,6,77,274
5632,25,16,DNF,0,0,,00:00:00,0,27,84,274
5633,24,24,DNF,0,0,,00:00:00,0,18,120,274
5646,9,14,DNF,0,66,,00:00:00,0,29,118,275
5647,15,19,DNF,0,61,,00:00:00,0,17,123,275
5648,4,25,DNF,0,55,,00:00:00,0,25,110,275
5649,27,9,DNF,0,36,,00:00:00,0,6,55,275
5650,10,23,DNF,0,29,,00:00:00,0,29,88,275
5651,19,15,DNF,0,27,,00:00:00,0,33,112,275
5652,5,3,DNF,0,22,,00:00:00,0,22,30,275
5653,26,21,DNF,0,20,,00:00:00,0,27,87,275
5654,28,8,DNF,0,19,,00:00:00,0,6,77,275
5655,30,7,DNF,0,13,,00:00:00,0,15,109,275
5656,3,18,DNF,0,11,,00:00:00,0,25,79,275
5657,25,22,DNF,0,7,,00:00:00,0,27,84,275
3128,1,1,1,10,71,1:28:15.818,00:00:00,0,1,57,167
3129,2,2,2,6,71,+12.535,00:00:00,0,1,14,167
3130,4,3,3,4,71,+30.795,00:00:00,0,6,22,167
5658,29,5,DNF,0,0,,00:00:00,0,15,91,275
5659,7,6,DNF,0,0,,00:00:00,0,1,121,275
5670,11,20,DNF,0,53,,00:00:00,0,32,70,276
5671,29,5,DNF,0,48,,00:00:00,0,15,91,276
5672,8,4,DNF,0,42,,00:00:00,0,1,102,276
5673,27,9,DNF,0,40,,00:00:00,0,6,55,276
5674,23,23,DNF,0,36,,00:00:00,0,18,104,276
5675,7,6,DNF,0,32,,00:00:00,0,1,121,276
5676,9,15,DNF,0,29,,00:00:00,0,29,118,276
5677,3,22,DNF,0,22,,00:00:00,0,25,79,276
5678,0,2,DNF,0,20,,00:00:00,0,3,71,276
5679,20,17,DNF,0,18,,00:00:00,0,33,100,276
5680,4,18,DNF,0,18,,00:00:00,0,25,110,276
5681,14,13,DNF,0,17,,00:00:00,0,17,22,276
5682,28,8,DNF,0,8,,00:00:00,0,6,77,276
5683,15,19,DNF,0,1,,00:00:00,0,17,123,276
5684,26,7,DNF,0,0,,00:00:00,0,27,87,276
5685,6,11,DNF,0,0,,00:00:00,0,22,119,276
5701,30,9,DNF,0,53,,00:00:00,0,15,109,277
3150,4,18,1,10,45,1:25:34.418,00:00:00,0,6,22,168
3151,1,4,2,6,45,+7.452,00:00:00,0,1,57,168
3152,2,1,3,4,45,+21.168,00:00:00,0,1,14,168
3153,10,16,4,3,45,+22.685,00:00:00,0,3,18,168
3154,17,15,5,2,45,+27.112,00:00:00,0,15,63,168
3155,18,5,6,1,45,+29.080,00:00:00,0,21,37,168
3156,9,14,7,0,45,+30.898,00:00:00,0,3,23,168
3157,22,9,8,0,45,+47.537,00:00:00,0,16,35,168
3158,6,6,9,0,45,+50.901,00:00:00,0,17,15,168
3159,7,10,10,0,45,+1:19.664,00:00:00,0,19,56,168
3160,21,21,11,0,45,+1:29.504,00:00:00,0,18,60,168
5702,22,22,DNF,0,43,,00:00:00,0,26,69,277
5703,29,6,DNF,0,42,,00:00:00,0,15,91,277
5705,0,2,DNF,0,41,,00:00:00,0,3,71,277
5706,27,8,DNF,0,40,,00:00:00,0,6,55,277
5707,24,25,DNF,0,37,,00:00:00,0,18,120,277
5708,19,13,DNF,0,26,,00:00:00,0,33,112,277
5709,25,18,DNF,0,11,,00:00:00,0,27,84,277
5710,3,23,DNF,0,11,,00:00:00,0,25,79,277
5711,12,10,DNF,0,2,,00:00:00,0,32,65,277
5727,12,14,DNF,0,61,,00:00:00,0,32,65,278
5728,6,6,DNF,0,53,,00:00:00,0,22,119,278
3172,1,3,1,10,77,1:45:33.869,00:00:00,0,1,57,169
3173,3,1,2,6,77,+7.917,00:00:00,0,6,30,169
3174,2,2,3,4,77,+8.455,00:00:00,0,1,14,169
3175,4,5,4,3,77,+44.157,00:00:00,0,6,22,169
3176,9,4,5,2,77,+50.437,00:00:00,0,3,23,169
3177,5,6,6,1,77,+1:08.099,00:00:00,0,17,49,169
5729,20,10,DNF,0,51,,00:00:00,0,33,100,278
5730,10,18,DNF,0,46,,00:00:00,0,29,88,278
5731,9,12,DNF,0,43,,00:00:00,0,29,118,278
5732,5,2,DNF,0,32,,00:00:00,0,22,30,278
5733,3,22,DNF,0,31,,00:00:00,0,25,79,278
5734,21,24,DNF,0,28,,00:00:00,0,26,105,278
5735,30,11,DNF,0,23,,00:00:00,0,15,109,278
5736,15,23,DNF,0,12,,00:00:00,0,17,123,278
5737,26,21,DNF,0,3,,00:00:00,0,27,87,278
5757,6,4,DNF,0,52,,00:00:00,0,22,119,279
5758,4,19,DNF,0,45,,00:00:00,0,25,110,279
5759,24,23,DNF,0,33,,00:00:00,0,18,120,279
5760,27,6,DNF,0,33,,00:00:00,0,6,55,279
5761,26,10,DNF,0,13,,00:00:00,0,27,87,279
5762,14,14,DNF,0,10,,00:00:00,0,17,22,279
5763,19,15,DNF,0,8,,00:00:00,0,33,112,279
3194,1,1,1,10,44,1:28:14.494,00:00:00,0,1,57,170
3195,3,4,2,6,44,+1.104,00:00:00,0,6,30,170
3196,9,6,3,4,44,+38.096,00:00:00,0,3,23,170
3197,2,5,4,3,44,+43.281,00:00:00,0,1,14,170
3198,10,3,5,2,44,+49.914,00:00:00,0,3,18,170
3199,5,8,6,1,44,+55.984,00:00:00,0,17,49,170
3200,22,7,7,0,44,+1:12.380,00:00:00,0,16,35,170
3201,8,9,8,0,44,+1:27.808,00:00:00,0,19,65,170
3202,17,18,9,0,44,+1:28.670,00:00:00,0,15,63,170
3203,7,12,10,0,44,+1:31.555,00:00:00,0,19,56,170
3204,16,15,11,0,44,+1:34.123,00:00:00,0,15,64,170
5781,27,6,DNF,0,47,,00:00:00,0,6,55,280
5782,22,22,DNF,0,28,,00:00:00,0,26,69,280
5783,29,11,DNF,0,25,,00:00:00,0,15,91,280
5784,30,18,DNF,0,22,,00:00:00,0,15,109,280
5785,26,4,DNF,0,20,,00:00:00,0,27,87,280
5786,12,19,DNF,0,16,,00:00:00,0,32,65,280
5787,24,24,DNF,0,16,,00:00:00,0,18,120,280
5788,3,24,DNF,0,16,,00:00:00,0,25,79,280
5789,11,17,DNF,0,9,,00:00:00,0,32,70,280
5806,0,2,DNF,0,41,,00:00:00,0,3,71,281
5807,11,14,DNF,0,41,,00:00:00,0,32,70,281
3216,3,1,1,10,53,1:27:31.638,00:00:00,0,6,30,171
3217,1,3,2,6,53,+3.810,00:00:00,0,1,57,171
3218,9,7,3,4,53,+52.432,00:00:00,0,3,23,171
3219,19,11,4,3,53,+59.938,00:00:00,0,21,50,171
3220,12,13,5,2,53,+1:07.426,00:00:00,0,22,25,171
3221,23,17,6,1,53,+1:09.293,00:00:00,0,16,41,171
5808,15,23,DNF,0,41,,00:00:00,0,17,123,281
5809,22,25,DNF,0,32,,00:00:00,0,26,69,281
5810,24,20,DNF,0,31,,00:00:00,0,18,94,281
5811,29,18,DNF,0,24,,00:00:00,0,15,91,281
5812,28,13,DNF,0,10,,00:00:00,0,6,77,281
5813,10,10,DNF,0,8,,00:00:00,0,29,88,281
5814,7,11,DNF,0,0,,00:00:00,0,1,121,281
5815,20,17,DNF,0,0,,00:00:00,0,33,100,281
5834,14,17,DNF,0,34,,00:00:00,0,17,22,282
5835,3,21,DNF,0,28,,00:00:00,0,25,79,282
5836,30,18,DNF,0,22,,00:00:00,0,15,109,282
5837,11,15,DNF,0,19,,00:00:00,0,32,70,282
5838,10,8,DNF,0,9,,00:00:00,0,29,88,282
5839,7,12,DNF,0,4,,00:00:00,0,1,121,282
5840,22,25,DNF,0,4,,00:00:00,0,26,69,282
5841,4,19,DNF,0,1,,00:00:00,0,25,110,282
3238,3,1,1,10,73,1:36:30.883,00:00:00,0,6,30,172
3239,4,4,2,6,73,+12.118,00:00:00,0,6,22,172
3240,5,7,3,4,73,+17.368,00:00:00,0,17,49,172
3241,22,8,4,3,73,+17.936,00:00:00,0,16,35,172
3242,2,2,5,2,73,+28.813,00:00:00,0,1,14,172
3243,23,12,6,1,73,+51.694,00:00:00,0,16,41,172
3244,7,17,7,0,73,+1:11.115,00:00:00,0,19,56,172
5842,20,16,DNF,0,0,,00:00:00,0,33,100,282
5855,24,7,DNF,0,59,,00:00:00,0,18,94,283
5856,20,18,DNF,0,54,,00:00:00,0,33,100,283
5857,11,21,DNF,0,45,,00:00:00,0,32,70,283
5858,10,10,DNF,0,41,,00:00:00,0,29,88,283
5859,21,25,DNF,0,39,,00:00:00,0,26,105,283
5860,12,20,DNF,0,38,,00:00:00,0,32,65,283
5861,22,26,DNF,0,37,,00:00:00,0,26,69,283
5862,5,3,DNF,0,26,,00:00:00,0,22,30,283
5863,23,14,DNF,0,22,,00:00:00,0,18,104,283
5864,27,8,DNF,0,22,,00:00:00,0,6,55,283
5865,30,15,DNF,0,18,,00:00:00,0,15,109,283
5866,8,4,DNF,0,17,,00:00:00,0,1,102,283
5867,7,11,DNF,0,15,,00:00:00,0,1,121,283
5868,14,16,DNF,0,0,,00:00:00,0,17,22,283
3260,3,1,1,10,53,1:29:53.435,00:00:00,0,6,30,173
3261,1,2,2,6,53,+1.837,00:00:00,0,1,57,173
3262,2,3,3,4,53,+1:09.914,00:00:00,0,1,14,173
3263,4,4,4,3,53,+1:19.191,00:00:00,0,6,22,173
3264,10,5,5,2,53,+1:25.694,00:00:00,0,3,18,173
5884,20,19,DNF,0,37,,00:00:00,0,33,100,284
5885,9,7,DNF,0,28,,00:00:00,0,29,118,284
5886,29,12,DNF,0,27,,00:00:00,0,15,91,284
5887,4,17,DNF,0,24,,00:00:00,0,25,110,284
5888,23,22,DNF,0,15,,00:00:00,0,18,104,284
5889,24,21,DNF,0,15,,00:00:00,0,18,94,284
5890,10,6,DNF,0,14,,00:00:00,0,29,88,284
5891,14,12,DNF,0,11,,00:00:00,0,17,22,284
5892,27,4,DNF,0,4,,00:00:00,0,6,55,284
5893,15,20,DNF,0,0,,00:00:00,0,17,123,284
5909,21,21,DNF,0,23,,00:00:00,0,26,105,285
5910,5,5,DNF,0,21,,00:00:00,0,22,30,285
5911,26,14,DNF,0,20,,00:00:00,0,27,87,285
5912,28,6,DNF,0,15,,00:00:00,0,6,77,285
5913,12,7,DNF,0,14,,00:00:00,0,32,65,285
5914,25,12,DNF,0,8,,00:00:00,0,27,84,285
5915,8,4,DNF,0,8,,00:00:00,0,1,102,285
3282,3,1,1,10,56,1:35:54.235,00:00:00,0,6,30,174
3283,2,3,2,6,56,+0.732,00:00:00,0,1,14,174
3284,4,4,3,4,56,+18.444,00:00:00,0,6,22,174
3285,1,2,4,3,56,+35.269,00:00:00,0,1,57,174
3286,22,6,5,2,56,+1:10.692,00:00:00,0,16,35,174
3287,7,7,6,1,56,+1:12.568,00:00:00,0,19,56,174
3288,12,5,7,0,56,+1:29.314,00:00:00,0,22,25,174
5916,10,8,DNF,0,0,,00:00:00,0,29,88,285
5917,9,11,DNF,0,0,,00:00:00,0,29,118,285
5918,30,13,DNF,0,0,,00:00:00,0,15,109,285
5919,14,19,DNF,0,0,,00:00:00,0,17,22,285
5920,15,23,DNF,0,0,,00:00:00,0,17,124,285
5937,11,18,DNF,0,61,,00:00:00,0,32,83,286
5938,12,14,DNF,0,60,,00:00:00,0,32,65,286
5939,26,10,DNF,0,51,,00:00:00,0,27,87,286
5940,21,25,DNF,0,38,,00:00:00,0,26,105,286
5941,28,8,DNF,0,35,,00:00:00,0,6,77,286
5942,7,3,DNF,0,32,,00:00:00,0,1,57,286
5943,10,16,DNF,0,27,,00:00:00,0,29,88,286
